Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
7,root vegetables,whole milk,yogurt,whipped/sour cream,rolls/buns,baking powder,liqueur,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,meat,rolls/buns,canned beer,popcorn,nut snack,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
6,pickled vegetables,canned fish,soda,bottled beer,chewing gum,candles,,,,,,,,,,,,,,,,,,,,,,,,,,
4,frankfurter,sausage,packaged fruit/vegetables,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,meat,frozen meals,roll products,bottled beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,berries,butter milk,yogurt,pet care,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
1,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,butter milk,rolls/buns,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,frankfurter,onions,herbs,other vegetables,yogurt,whipped/sour cream,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pork,root vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,yogurt,beverages,fruit/vegetable juice,detergent,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pork,whole milk,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,tropical fruit,berries,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,coffee,bottled water,soda,salty snack,long life bakery product,specialty bar,,,,,,,,,,,,,,,,,,,
8,organic sausage,whole milk,yogurt,soft cheese,cream cheese,fruit/vegetable juice,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
8,ham,other vegetables,whole milk,butter,yogurt,flour,oil,spices,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,hamburger meat,berries,UHT-milk,cat food,soda,salty snack,napkins,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,frozen fish,canned beer,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pork,other vegetables,yogurt,white bread,bottled beer,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,UHT-milk,bottled water,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,specialty chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,whole milk,butter,curd,yogurt,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,yogurt,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,pip fruit,root vegetables,butter,UHT-milk,rolls/buns,coffee,soda,bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,
2,frozen meals,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,frankfurter,other vegetables,whole milk,spread cheese,sugar,soda,bottled beer,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,
13,pip fruit,onions,other vegetables,whole milk,butter,soft cheese,domestic eggs,white bread,margarine,cocoa drinks,bottled water,fruit/vegetable juice,chocolate,,,,,,,,,,,,,,,,,,,
8,rolls/buns,rice,canned fish,cocoa drinks,bottled beer,red/blush wine,waffles,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
9,sausage,ham,other vegetables,whole milk,curd,cream cheese,processed cheese,frozen potato products,pastry,,,,,,,,,,,,,,,,,,,,,,,
4,pet care,instant coffee,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,herbs,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,meat,dessert,UHT-milk,rice,specialty bar,napkins,candles,,,,,,,,,,,,,,,,,,,,,,,,,
9,pip fruit,root vegetables,other vegetables,dessert,domestic eggs,margarine,cereals,soda,candles,,,,,,,,,,,,,,,,,,,,,,,
9,citrus fruit,soft cheese,domestic eggs,pastry,oil,baking powder,pickled vegetables,dog food,coffee,,,,,,,,,,,,,,,,,,,,,,,
18,sausage,meat,chicken,pip fruit,whole milk,dessert,whipped/sour cream,processed cheese,domestic eggs,rolls/buns,white bread,pickled vegetables,soda,fruit/vegetable juice,salty snack,long life bakery product,waffles,potted plants,,,,,,,,,,,,,,
8,frankfurter,whipped/sour cream,condensed milk,rolls/buns,bottled water,soda,bottled beer,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,other vegetables,frozen potato products,coffee,salty snack,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ham,frozen potato products,white bread,pastry,cat food,bottled water,soda,candy,sound storage medium,shopping bags,,,,,,,,,,,,,,,,,,,,,,
4,frankfurter,citrus fruit,canned vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,soda,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,UHT-milk,domestic eggs,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,misc. beverages,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,root vegetables,other vegetables,whole milk,specialty bar,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bottled beer,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,pastry,flour,salt,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pip fruit,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,meat,turkey,citrus fruit,tropical fruit,herbs,other vegetables,frozen meals,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
3,bottled water,soda,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,sausage,whole milk,yogurt,sliced cheese,rolls/buns,coffee,soda,canned beer,specialty bar,,,,,,,,,,,,,,,,,,,,,,,
9,pork,pip fruit,other vegetables,butter,rice,margarine,soda,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
1,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pip fruit,whole milk,domestic eggs,margarine,soda,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
1,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,pastry,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,tropical fruit,grapes,onions,other vegetables,yogurt,domestic eggs,oil,pudding powder,pickled vegetables,salty snack,waffles,specialty bar,,,,,,,,,,,,,,,,,,,,
2,domestic eggs,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,meat,root vegetables,whole milk,yogurt,whipped/sour cream,domestic eggs,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
5,meat,whipped/sour cream,coffee,chewing gum,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,pork,root vegetables,cream cheese,frozen fish,flour,sugar,decalcifier,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,organic sausage,citrus fruit,whole milk,whipped/sour cream,hard cheese,rolls/buns,pastry,bottled beer,long life bakery product,detergent,napkins,house keeping products,candles,,,,,,,,,,,,,,,,,,,
1,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,organic sausage,pip fruit,root vegetables,other vegetables,pastry,salty snack,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
7,tropical fruit,pip fruit,other vegetables,whole milk,ice cream,pastry,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,
1,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,root vegetables,packaged fruit/vegetables,soda,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,citrus fruit,tropical fruit,pip fruit,yogurt,pastry,margarine,cat food,pet care,bottled water,chocolate,specialty bar,dental care,napkins,,,,,,,,,,,,,,,,,,,
2,liquor,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,brown bread,bottled water,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,processed cheese,rolls/buns,detergent,dish cleaner,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,chicken,tropical fruit,pip fruit,other vegetables,whole milk,whipped/sour cream,frozen vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,other vegetables,rolls/buns,white bread,bottled beer,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,pickled vegetables,bottled water,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,citrus fruit,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,sausage,finished products,beef,citrus fruit,onions,other vegetables,whole milk,dessert,frozen dessert,brown bread,canned vegetables,canned fruit,soda,,,,,,,,,,,,,,,,,,,
4,sausage,other vegetables,semi-finished bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pip fruit,rolls/buns,bottled water,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,other vegetables,misc. beverages,fruit/vegetable juice,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,other vegetables,spread cheese,rolls/buns,soda,salty snack,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,
3,tropical fruit,whole milk,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pastry,sugar,coffee,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,coffee,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ham,meat,whole milk,dessert,butter milk,whipped/sour cream,sliced cheese,rolls/buns,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
1,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,pork,tropical fruit,other vegetables,yogurt,bottled beer,red/blush wine,dishes,,,,,,,,,,,,,,,,,,,,,,,,
4,frozen chicken,fruit/vegetable juice,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,sausage,ham,hard cheese,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,berries,root vegetables,packaged fruit/vegetables,whipped/sour cream,UHT-milk,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,
4,dessert,fruit/vegetable juice,nut snack,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pip fruit,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pork,packaged fruit/vegetables,whole milk,white bread,liquor,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,
9,frankfurter,root vegetables,butter milk,rolls/buns,semi-finished bread,ready soups,bottled water,misc. beverages,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
4,bottled water,misc. beverages,liquor,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,other vegetables,whipped/sour cream,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pip fruit,white bread,coffee,soda,fruit/vegetable juice,bottled beer,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,UHT-milk,pastry,chocolate,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,spread cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,pork,tropical fruit,herbs,whole milk,ice cream,chocolate marshmallow,candy,toilet cleaner,dental care,,,,,,,,,,,,,,,,,,,,,,,
2,canned beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pork,bottled water,rum,white wine,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,
6,beverages,frozen vegetables,coffee,soda,fruit/vegetable juice,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,
13,sausage,beef,tropical fruit,onions,frozen vegetables,domestic eggs,white bread,semi-finished bread,sugar,baking powder,canned fish,coffee,seasonal products,,,,,,,,,,,,,,,,,,,
3,tropical fruit,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,soda,salty snack,specialty bar,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ham,hamburger meat,whole milk,yogurt,domestic eggs,white bread,Instant food products,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
2,white wine,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,UHT-milk,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,pip fruit,whole milk,sliced cheese,frozen vegetables,frozen meals,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,whisky,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,misc. beverages,bottled beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,margarine,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,other vegetables,yogurt,soft cheese,domestic eggs,brown bread,roll products,cat food,coffee,bottled water,canned beer,specialty chocolate,specialty bar,detergent,softener,napkins,shopping bags,,,,,,,,,,,,,,,,
9,chicken,root vegetables,whole milk,butter milk,rolls/buns,soda,dish cleaner,baby cosmetics,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,coffee,bottled water,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,pork,other vegetables,rolls/buns,pickled vegetables,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,pastry,chocolate,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,processed cheese,ketchup,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,chicken,whipped/sour cream,ice cream,frozen potato products,soda,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
4,berries,soda,long life bakery product,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,frankfurter,chicken,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,yogurt,domestic eggs,rolls/buns,pastry,oil,bottled water,soda,canned beer,shopping bags,,,,,,,,,,,,,,,,
2,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pip fruit,berries,whole milk,yogurt,hard cheese,frozen vegetables,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,soda,fruit/vegetable juice,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,yogurt,ice cream,soda,long life bakery product,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,pork,root vegetables,other vegetables,dessert,condensed milk,hard cheese,specialty cheese,frozen vegetables,ice cream,pickled vegetables,canned fish,cat food,salty snack,nut snack,waffles,seasonal products,,,,,,,,,,,,,,,,
1,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,beef,bottled beer,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,rolls/buns,pickled vegetables,coffee,bottled water,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,tropical fruit,domestic eggs,rolls/buns,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,hamburger meat,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pork,whole milk,dessert,frozen vegetables,bottled water,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,citrus fruit,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,meat,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,sausage,tropical fruit,berries,whole milk,butter,rolls/buns,roll products,vinegar,sugar,jam,candles,,,,,,,,,,,,,,,,,,,,,
5,berries,rolls/buns,pastry,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,chicken,citrus fruit,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,whole milk,dessert,yogurt,whipped/sour cream,specialty cheese,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,hamburger meat,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,other vegetables,butter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,beef,other vegetables,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,yogurt,brown bread,margarine,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,meat,whole milk,specialty cheese,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,rolls/buns,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tidbits,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,waffles,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tropical fruit,other vegetables,skin care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,whole milk,whipped/sour cream,fruit/vegetable juice,canned beer,salty snack,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,meat,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,frankfurter,whole milk,frozen vegetables,frozen fish,cling film/bags,house keeping products,flower (seeds),shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pip fruit,whole milk,butter,cream cheese,domestic eggs,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,onions,mayonnaise,rolls/buns,mustard,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ham,chicken,citrus fruit,tropical fruit,yogurt,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,
7,root vegetables,whole milk,soda,detergent,softener,dish cleaner,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,
1,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled beer,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,dessert,frozen meals,frozen dessert,white bread,brown bread,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
2,beverages,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,chicken,pork,frozen vegetables,frozen meals,rolls/buns,soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,cream cheese,brown bread,misc. beverages,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,pork,other vegetables,butter milk,yogurt,pasta,soda,waffles,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,citrus fruit,whole milk,yogurt,sliced cheese,brown bread,margarine,dog food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
4,soda,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,berries,whipped/sour cream,domestic eggs,rolls/buns,cooking chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,sugar,waffles,cleaner,kitchen towels,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,newspapers,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,nuts/prunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,yogurt,whipped/sour cream,frozen vegetables,salt,pasta,baking powder,soda,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
1,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,chicken,brown bread,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,other vegetables,whole milk,butter milk,yogurt,cream cheese,domestic eggs,rolls/buns,brown bread,soda,fruit/vegetable juice,canned beer,red/blush wine,long life bakery product,chocolate,shopping bags,,,,,,,,,,,,,,,,,
2,fruit/vegetable juice,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,hamburger meat,whole milk,yogurt,soft cheese,frozen potato products,pasta,canned vegetables,fruit/vegetable juice,popcorn,,,,,,,,,,,,,,,,,,,,,,,
5,hamburger meat,whole milk,mayonnaise,pastry,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,sausage,tropical fruit,whole milk,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,UHT-milk,brandy,liquor (appetizer),specialty bar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,citrus fruit,tropical fruit,herbs,other vegetables,whole milk,whipped/sour cream,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,whole milk,condensed milk,canned fish,soda,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,
2,condensed milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frozen meals,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,beef,berries,dessert,bottled water,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pip fruit,brown bread,misc. beverages,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,mayonnaise,rice,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,butter milk,pet care,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
